filePath,robots,canonical,hreflangs,og_url,twitter_url,notes
"D:\Kailash Mahadev\dist\index.html","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","https://kailashmahadev.in/","en=>https://kailashmahadev.in/; x-default=>https://kailashmahadev.in/","https://kailashmahadev.in/","",""
